"Library Name" "Address" "City" "State" "ZIP Code" "Latitude" "Longitude"
"Thornton Branch Library" "8992 North Washington" "Thornton" "CO" "" -104.9773452 39.8594436
"Toponas Public Library" "33650 Road 134" "Toponas" "CO" "" -106.766735 40.070846
"Trinidad-Carnegie Public Library" "202 North Animas Street" "Trinidad" "CO" "81082" -104.5083408 37.1682823
"Two Buttes Branch Library" "440 Main St." "Two Buttes" "CO" "" -102.3971848 37.5619235
"Vail Public Library" "292 W Meadow Dr" "Vail" "CO" "81657" -106.384018 39.643875
"Victor Public Library" "124 South 3rd Street" "Victor" "CO" "" -105.1401623 38.7092298
"Jackson County Public Library" "412 4th Street" "Walden" "CO" "80480" -106.2829224 40.7316491
"Spanish Peaks Library District" "415 Walsen Ave." "Walsenburg" "CO" "81089" -104.7860565 37.6307931
"Walsh Public Library" "403 N. Colorado" "Walsh" "CO" "" -102.2782256 37.3871076
"Wellington Public Library" "3800 Wilson Ave" "Wellington" "CO" "80549" -105.0049853 40.7094622
"West Custer County Library District" "209 Main Street" "Westcliffe" "CO" "81252" -105.4680013 38.1363231
"76th Avenue Branch" "3031 West 76th Avenue" "Westminster" "CO" "" -105.0266063 39.8346187
"College Hill Library" "3705 W 112th Ave" "Westminster" "CO" "" -105.0403055 39.9008226
"Westminster Public Library" "3705 W. 112th Ave" "Westminster" "CO" "80031" -105.0403055 39.9008226
"Wetmore Community Library" "95 County Road 393" "Wetmore" "CO" "81253" -105.0860786 38.2369406
"Wheat Ridge Library" "5475 West 32nd Avenue" "Wheat Ridge" "CO" "" -105.0571922 39.7621836
"Windsor Severance Library District" "214 Fifth Street" "Windsor" "CO" "" -104.90441 40.479363
"Windsor-Severance Library District" "720 Third Street" "Windsor" "CO" "80550" -104.9013022 40.4719331
"Rampart Library District-Woodland Parkflorissant" "218 E. Midland" "Woodland Park" "CO" "80863" -105.0506724 38.9949445
"Woodland Park Public Library" "218 East Midland" "Woodland Park" "CO" "" -105.0506724 38.9949445
"Northeast Colorado Bookmobile Services" "325 W 7th St." "Wray" "CO" "80758" -102.2251594 40.075402
"Wray Public Library" "621 Blake St." "Wray" "CO" "80758" -102.2247898 40.075624
"Yampa Public Library" "310 Main St." "Yampa" "CO" "" -106.9087366 40.1539675
"Yuma Public Library" "114 West 3rd Ave" "Yuma" "CO" "80759" -102.724251 40.1234065
